Address:,USB0::0x0957::0x179B::MY54313421::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY54313421,,-0.04203125,-0.208981259725988,-0.00254446963663213,
Firmware Version:,02.66.2024012316,,-0.0419791666675,-0.208981259725988,-0.00254446963663213,
Start Time:,2025-06-09 16:35:53.174,,-0.041927083335,-0.208981259725988,-0.00254446963663213,
,,,-0.0418750000025,-0.208981259725988,-0.00218266050796956,
Analog Sample Count:,959,,-0.04182291667,-0.208981259725988,-0.00218266050796956,
Function Sample Count:,0,,-0.0417708333375,-0.208981259725988,-0.00218266050796956,
Waveform Memory Sample Count:,0,,-0.041718750005,-0.208981259725988,-0.00254446963663213,
Digital Sample Count:,0,,-0.0416666666725,-0.208981259725988,-0.00218266050796956,
,,,-0.04161458334,-0.216267691925168,-0.00254446963663213,
Setup Text Information:,,,-0.0415625000075,-0.201694827526808,-0.00254446963663213,
ANALOG,,,-0.041510416675,-0.201694827526808,-0.00254446963663213,
Channel 1,,,-0.0414583333425,-0.208981259725988,-0.00254446963663213,
Scale,2.9 V/,,-0.04140625001,-0.208981259725988,-0.00218266050796956,
Pos,9.38725 V,,-0.0413541666775,-0.208981259725988,-0.00254446963663213,
Coup,,,-0.041302083345,-0.208981259725988,-0.00254446963663213,
BW,Off,,-0.0412500000125,-0.208981259725988,-0.00254446963663213,
Inv,Off,,-0.04119791668,-0.201694827526808,-0.00254446963663213,
Imp,1M Ohm,,-0.0411458333475,-0.208981259725988,-0.00254446963663213,
Trace Label,1,,-0.041093750015,-0.208981259725988,-0.00254446963663213,
Probe,1,,-0.0410416666825,-0.208981259725988,-0.00254446963663213,
Skew,0 s,,-0.04098958335,-0.208981259725988,-0.00254446963663213,
,,,-0.0409375000175,-0.208981259725988,-0.00254446963663213,
Channel 2,,,-0.040885416685,-0.208981259725988,-0.00254446963663213,
Scale,144 mV/,,-0.0408333333525,-0.201694827526808,-0.00254446963663213,
Pos,491.33 mV,,-0.04078125002,-0.208981259725988,-0.00254446963663213,
Coup,,,-0.0407291666875,-0.201694827526808,-0.00254446963663213,
BW,Off,,-0.040677083355,-0.208981259725988,-0.00254446963663213,
Inv,Off,,-0.0406250000225,-0.208981259725988,-0.00254446963663213,
Imp,1M Ohm,,-0.04057291669,-0.208981259725988,-0.00254446963663213,
Trace Label,2,,-0.0405208333575,-0.208981259725988,-0.00254446963663213,
Probe,1,,-0.040468750025,-0.208981259725988,-0.00254446963663213,
Skew,0 s,,-0.0404166666925,-0.201694827526808,-0.00254446963663213,
,,,-0.04036458336,-0.208981259725988,-0.00254446963663213,
MATH,,,-0.0403125000275,-0.208981259725988,-0.00254446963663213,
REFERENCE WAVEFORM,,,-0.040260416695,-0.201694827526808,-0.00254446963663213,
TRIGGER,,,-0.0402083333625,-0.208981259725988,-0.00218266050796956,
Sweep Mode,AUTO,,-0.04015625003,-0.208981259725988,-0.00218266050796956,
Coup,DC,,-0.0401041666975,-0.208981259725988,-0.00218266050796956,
Noise Rej,Off,,-0.040052083365,-0.208981259725988,-0.00254446963663213,
HF Rej,Off,,-0.0400000000325,-0.208981259725988,-0.00254446963663213,
Holdoff,40.0 ns,,-0.0399479167,-0.216267691925168,-0.00254446963663213,
Mode,GLIT,,-0.0398958333675,-0.208981259725988,-0.0029062787652947,
Source,CHAN1,,-0.039843750035,-0.208981259725988,-0.00254446963663213,
Slope,POS,,-0.0397916667025,-0.208981259725988,-0.00254446963663213,
Level,405 mV V,,-0.03973958337,-0.208981259725988,-0.00254446963663213,
,,,-0.0396875000375,-0.208981259725988,-0.00254446963663213,
HORIZONTAL,,,-0.039635416705,-0.208981259725988,-0.00254446963663213,
Mode,MAIN,,-0.0395833333725,-0.208981259725988,-0.00254446963663213,
Ref,CENT,,-0.03953125004,-0.208981259725988,-0.00254446963663213,
Main Scale,5 ms/,,-0.0394791667075,-0.201694827526808,-0.00254446963663213,
Main Delay,-17 ms,,-0.039427083375,-0.201694827526808,-0.00254446963663213,
,,,-0.0393750000425,-0.208981259725988,-0.00254446963663213,
ACQUISITION,,,-0.03932291671,-0.201694827526808,-0.00254446963663213,
Mode,HRES,,-0.0392708333775,-0.208981259725988,-0.00254446963663213,
RealTime,On,,-0.039218750045,-0.208981259725988,-0.00254446963663213,
Vectors,On,,-0.0391666667125,-0.208981259725988,-0.00254446963663213,
Persistence,Off,,-0.03911458338,-0.208981259725988,-0.00254446963663213,
,,,-0.0390625000475,-0.208981259725988,-0.00254446963663213,
,,,-0.039010416715,-0.201694827526808,-0.00254446963663213,
,,,-0.0389583333825,-0.208981259725988,-0.00254446963663213,
,,,-0.03890625005,-0.208981259725988,-0.00254446963663213,
,,,-0.0388541667175,-0.208981259725988,-0.00254446963663213,
,,,-0.038802083385,-0.201694827526808,-0.00254446963663213,
,,,-0.0387500000525,-0.208981259725988,-0.00254446963663213,
,,,-0.03869791672,-0.208981259725988,-0.00254446963663213,
,,,-0.0386458333875,-0.208981259725988,-0.00254446963663213,
,,,-0.038593750055,-0.208981259725988,-0.00254446963663213,
,,,-0.0385416667225,-0.208981259725988,-0.00254446963663213,
,,,-0.03848958339,-0.201694827526808,-0.00254446963663213,
,,,-0.0384375000575,-0.201694827526808,-0.00254446963663213,
,,,-0.038385416725,-0.208981259725988,-0.00254446963663213,
,,,-0.0383333333925,-0.208981259725988,-0.00254446963663213,
,,,-0.03828125006,-0.201694827526808,-0.00254446963663213,
,,,-0.0382291667275,-0.201694827526808,-0.00218266050796956,
,,,-0.038177083395,-0.208981259725988,-0.00254446963663213,
,,,-0.0381250000625,-0.208981259725988,-0.0029062787652947,
,,,-0.03807291673,-0.208981259725988,-0.00254446963663213,
,,,-0.0380208333975,-0.208981259725988,-0.00254446963663213,
,,,-0.037968750065,-0.208981259725988,-0.00254446963663213,
,,,-0.0379166667325,-0.201694827526808,-0.00254446963663213,
,,,-0.0378645834,-0.208981259725988,-0.00254446963663213,
,,,-0.0378125000675,-0.216267691925168,-0.00254446963663213,
,,,-0.037760416735,-0.208981259725988,-0.00254446963663213,
,,,-0.0377083334025,-0.208981259725988,-0.00254446963663213,
,,,-0.03765625007,-0.208981259725988,-0.00254446963663213,
,,,-0.0376041667375,-0.208981259725988,-0.00254446963663213,
,,,-0.037552083405,-0.208981259725988,-0.00254446963663213,
,,,-0.0375000000725,-0.208981259725988,-0.00254446963663213,
,,,-0.03744791674,-0.208981259725988,-0.00254446963663213,
,,,-0.0373958334075,-0.208981259725988,-0.00218266050796956,
,,,-0.037343750075,-0.208981259725988,-0.00254446963663213,
,,,-0.0372916667425,-0.208981259725988,-0.00254446963663213,
,,,-0.03723958341,-0.208981259725988,-0.00254446963663213,
,,,-0.0371875000775,-0.201694827526808,-0.00254446963663213,
,,,-0.037135416745,-0.208981259725988,-0.00254446963663213,
,,,-0.0370833334125,-0.208981259725988,-0.00254446963663213,
,,,-0.03703125008,-0.208981259725988,-0.00254446963663213,
,,,-0.0369791667475,-0.208981259725988,-0.00254446963663213,
,,,-0.036927083415,-0.208981259725988,-0.00254446963663213,
,,,-0.0368750000825,-0.201694827526808,-0.00254446963663213,
,,,-0.03682291675,-0.208981259725988,-0.00254446963663213,
,,,-0.0367708334175,-0.208981259725988,-0.00254446963663213,
,,,-0.036718750085,-0.208981259725988,-0.00254446963663213,
,,,-0.0366666667525,-0.208981259725988,-0.00254446963663213,
,,,-0.03661458342,-0.208981259725988,-0.00254446963663213,
,,,-0.0365625000875,-0.208981259725988,-0.00254446963663213,
,,,-0.036510416755,-0.208981259725988,-0.00254446963663213,
,,,-0.0364583334225,-0.208981259725988,-0.0029062787652947,
,,,-0.03640625009,-0.216267691925168,-0.00254446963663213,
,,,-0.0363541667575,-0.208981259725988,-0.00254446963663213,
,,,-0.036302083425,-0.208981259725988,-0.00254446963663213,
,,,-0.0362500000925,-0.216267691925168,-0.00254446963663213,
,,,-0.03619791676,-0.208981259725988,-0.00254446963663213,
,,,-0.0361458334275,-0.208981259725988,-0.00254446963663213,
,,,-0.036093750095,-0.208981259725988,-0.00254446963663213,
,,,-0.0360416667625,-0.208981259725988,-0.00254446963663213,
,,,-0.03598958343,-0.208981259725988,-0.00254446963663213,
,,,-0.0359375000975,-0.216267691925168,-0.00254446963663213,
,,,-0.035885416765,-0.208981259725988,-0.00254446963663213,
,,,-0.0358333334325,-0.208981259725988,-0.00218266050796956,
,,,-0.0357812501,-0.208981259725988,-0.00254446963663213,
,,,-0.0357291667675,-0.201694827526808,-0.00254446963663213,
,,,-0.035677083435,-0.208981259725988,-0.00254446963663213,
,,,-0.0356250001025,-0.208981259725988,-0.00254446963663213,
,,,-0.03557291677,-0.216267691925168,-0.00254446963663213,
,,,-0.0355208334375,-0.208981259725988,-0.00218266050796956,
,,,-0.035468750105,-0.201694827526808,-0.00254446963663213,
,,,-0.0354166667725,-0.208981259725988,-0.00254446963663213,
,,,-0.03536458344,-0.208981259725988,-0.00254446963663213,
,,,-0.0353125001075,-0.208981259725988,-0.00254446963663213,
,,,-0.035260416775,-0.216267691925168,-0.00254446963663213,
,,,-0.0352083334425,-0.216267691925168,-0.00254446963663213,
,,,-0.03515625011,-0.208981259725988,-0.00254446963663213,
,,,-0.0351041667775,-0.208981259725988,-0.00254446963663213,
,,,-0.035052083445,-0.208981259725988,-0.00254446963663213,
,,,-0.0350000001125,-0.216267691925168,-0.00254446963663213,
,,,-0.03494791678,-0.216267691925168,-0.00218266050796956,
,,,-0.0348958334475,-0.216267691925168,-0.00254446963663213,
,,,-0.034843750115,-0.216267691925168,-0.00218266050796956,
,,,-0.0347916667825,-0.208981259725988,-0.00254446963663213,
,,,-0.03473958345,-0.201694827526808,-0.00254446963663213,
,,,-0.0346875001175,-0.208981259725988,-0.00254446963663213,
,,,-0.034635416785,-0.208981259725988,-0.00254446963663213,
,,,-0.0345833334525,-0.208981259725988,-0.00254446963663213,
,,,-0.03453125012,-0.208981259725988,-0.00254446963663213,
,,,-0.0344791667875,-0.208981259725988,-0.00254446963663213,
,,,-0.034427083455,-0.216267691925168,-0.00218266050796956,
,,,-0.0343750001225,-0.216267691925168,-0.00254446963663213,
,,,-0.03432291679,-0.216267691925168,-0.00218266050796956,
,,,-0.0342708334575,-0.208981259725988,-0.00254446963663213,
,,,-0.034218750125,-0.208981259725988,-0.00254446963663213,
,,,-0.0341666667925,-0.208981259725988,-0.00254446963663213,
,,,-0.03411458346,-0.216267691925168,-0.00254446963663213,
,,,-0.0340625001275,-0.208981259725988,-0.00254446963663213,
,,,-0.034010416795,-0.216267691925168,-0.00254446963663213,
,,,-0.0339583334625,-0.216267691925168,-0.00218266050796956,
,,,-0.03390625013,-0.216267691925168,-0.00254446963663213,
,,,-0.0338541667975,-0.208981259725988,-0.00254446963663213,
,,,-0.033802083465,-0.208981259725988,-0.00254446963663213,
,,,-0.0337500001325,-0.216267691925168,-0.00254446963663213,
,,,-0.0336979168,-0.208981259725988,-0.00254446963663213,
,,,-0.0336458334675,-0.208981259725988,-0.00254446963663213,
,,,-0.033593750135,-0.208981259725988,-0.00254446963663213,
,,,-0.0335416668025,-0.208981259725988,-0.00254446963663213,
,,,-0.03348958347,-0.216267691925168,-0.00254446963663213,
,,,-0.0334375001375,-0.208981259725988,-0.00254446963663213,
,,,-0.033385416805,-0.208981259725988,-0.00254446963663213,
,,,-0.0333333334725,-0.208981259725988,-0.00218266050796956,
,,,-0.03328125014,-0.208981259725988,-0.00254446963663213,
,,,-0.0332291668075,-0.208981259725988,-0.00254446963663213,
,,,-0.033177083475,-0.208981259725988,-0.00218266050796956,
,,,-0.0331250001425,-0.208981259725988,-0.00218266050796956,
,,,-0.03307291681,-0.208981259725988,-0.00254446963663213,
,,,-0.0330208334775,-0.208981259725988,-0.00254446963663213,
