Address:,USB0::0x0957::0x179B::MY54313421::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY54313421,,-0.04203125,-0.0829145873431116,-0.0108216066728346,
Firmware Version:,02.66.2024012316,,-0.0419791666675,-0.0829145873431116,-0.0108216066728346,
Start Time:,2025-06-09 16:28:35.656,,-0.041927083335,-0.0829145873431116,-0.0100678378948942,
,,,-0.0418750000025,-0.0829145873431116,-0.00931406911695376,
Analog Sample Count:,959,,-0.04182291667,-0.0829145873431116,-0.0108216066728346,
Function Sample Count:,0,,-0.0417708333375,-0.0829145873431116,-0.0108216066728346,
Waveform Memory Sample Count:,0,,-0.041718750005,-0.0829145873431116,-0.0100678378948942,
Digital Sample Count:,0,,-0.0416666666725,-0.0829145873431116,-0.0100678378948942,
,,,-0.04161458334,-0.0829145873431116,-0.0100678378948942,
Setup Text Information:,,,-0.0415625000075,-0.0829145873431116,-0.0100678378948942,
ANALOG,,,-0.041510416675,-0.0829145873431116,-0.00931406911695376,
Channel 1,,,-0.0414583333425,-0.0829145873431116,-0.0100678378948942,
Scale,1 V/,,-0.04140625001,-0.0829145873431116,-0.0108216066728346,
Pos,0 V,,-0.0413541666775,-0.0829145873431116,-0.0100678378948942,
Coup,,,-0.041302083345,-0.0829145873431116,-0.0108216066728346,
BW,Off,,-0.0412500000125,-0.0829145873431116,-0.00931406911695376,
Inv,Off,,-0.04119791668,-0.0829145873431116,-0.00931406911695376,
Imp,1M Ohm,,-0.0411458333475,-0.0829145873431116,-0.00931406911695376,
Trace Label,1,,-0.041093750015,-0.0829145873431116,-0.00931406911695376,
Probe,1,,-0.0410416666825,-0.0829145873431116,-0.0100678378948942,
Skew,0 s,,-0.04098958335,-0.0829145873431116,-0.0100678378948942,
,,,-0.0409375000175,-0.0829145873431116,-0.00931406911695376,
Channel 2,,,-0.040885416685,-0.0829145873431116,-0.00931406911695376,
Scale,300 mV/,,-0.0408333333525,-0.0829145873431116,-0.0100678378948942,
Pos,3.5 mV,,-0.04078125002,-0.0829145873431116,-0.0100678378948942,
Coup,,,-0.0407291666875,-0.0829145873431116,-0.0100678378948942,
BW,Off,,-0.040677083355,-0.0854271505959332,-0.0100678378948942,
Inv,Off,,-0.0406250000225,-0.0829145873431116,-0.0100678378948942,
Imp,1M Ohm,,-0.04057291669,-0.0854271505959332,-0.0100678378948942,
Trace Label,2,,-0.0405208333575,-0.0829145873431116,-0.0100678378948942,
Probe,1,,-0.040468750025,-0.0829145873431116,-0.0100678378948942,
Skew,0 s,,-0.0404166666925,-0.0829145873431116,-0.00931406911695376,
,,,-0.04036458336,-0.0829145873431116,-0.00931406911695376,
MATH,,,-0.0403125000275,-0.0829145873431116,-0.00931406911695376,
REFERENCE WAVEFORM,,,-0.040260416695,-0.0829145873431116,-0.0100678378948942,
TRIGGER,,,-0.0402083333625,-0.0829145873431116,-0.0100678378948942,
Sweep Mode,AUTO,,-0.04015625003,-0.0829145873431116,-0.00931406911695376,
Coup,DC,,-0.0401041666975,-0.0829145873431116,-0.0108216066728346,
Noise Rej,Off,,-0.040052083365,-0.0829145873431116,-0.0100678378948942,
HF Rej,Off,,-0.0400000000325,-0.0829145873431116,-0.0108216066728346,
Holdoff,40.0 ns,,-0.0399479167,-0.0829145873431116,-0.0108216066728346,
Mode,GLIT,,-0.0398958333675,-0.0829145873431116,-0.0108216066728346,
Source,CHAN1,,-0.039843750035,-0.0829145873431116,-0.0108216066728346,
Slope,POS,,-0.0397916667025,-0.0829145873431116,-0.0100678378948942,
Level,246.5 mV V,,-0.03973958337,-0.0829145873431116,-0.0100678378948942,
,,,-0.0396875000375,-0.0829145873431116,-0.0100678378948942,
HORIZONTAL,,,-0.039635416705,-0.0829145873431116,-0.00931406911695376,
Mode,MAIN,,-0.0395833333725,-0.0829145873431116,-0.00931406911695376,
Ref,CENT,,-0.03953125004,-0.0829145873431116,-0.00856030033901334,
Main Scale,5 ms/,,-0.0394791667075,-0.0829145873431116,-0.00931406911695376,
Main Delay,-17 ms,,-0.039427083375,-0.0829145873431116,-0.00931406911695376,
,,,-0.0393750000425,-0.0829145873431116,-0.00931406911695376,
ACQUISITION,,,-0.03932291671,-0.0829145873431116,-0.00931406911695376,
Mode,HRES,,-0.0392708333775,-0.0829145873431116,-0.00931406911695376,
RealTime,On,,-0.039218750045,-0.0829145873431116,-0.0100678378948942,
Vectors,On,,-0.0391666667125,-0.0829145873431116,-0.0108216066728346,
Persistence,Off,,-0.03911458338,-0.0829145873431116,-0.00931406911695376,
,,,-0.0390625000475,-0.0829145873431116,-0.0100678378948942,
,,,-0.039010416715,-0.0829145873431116,-0.0108216066728346,
,,,-0.0389583333825,-0.0829145873431116,-0.0108216066728346,
,,,-0.03890625005,-0.0829145873431116,-0.0108216066728346,
,,,-0.0388541667175,-0.0829145873431116,-0.011575375450775,
,,,-0.038802083385,-0.0829145873431116,-0.0100678378948942,
,,,-0.0387500000525,-0.0829145873431116,-0.00931406911695376,
,,,-0.03869791672,-0.0829145873431116,-0.0100678378948942,
,,,-0.0386458333875,-0.0829145873431116,-0.00931406911695376,
,,,-0.038593750055,-0.0829145873431116,-0.0100678378948942,
,,,-0.0385416667225,-0.0829145873431116,-0.0100678378948942,
,,,-0.03848958339,-0.0829145873431116,-0.0100678378948942,
,,,-0.0384375000575,-0.0829145873431116,-0.00931406911695376,
,,,-0.038385416725,-0.0829145873431116,-0.0100678378948942,
,,,-0.0383333333925,-0.0829145873431116,-0.0100678378948942,
,,,-0.03828125006,-0.0829145873431116,-0.00931406911695376,
,,,-0.0382291667275,-0.0854271505959332,-0.0108216066728346,
,,,-0.038177083395,-0.0829145873431116,-0.0100678378948942,
,,,-0.0381250000625,-0.0829145873431116,-0.00931406911695376,
,,,-0.03807291673,-0.0829145873431116,-0.00931406911695376,
,,,-0.0380208333975,-0.0829145873431116,-0.00856030033901334,
,,,-0.037968750065,-0.0829145873431116,-0.00931406911695376,
,,,-0.0379166667325,-0.0829145873431116,-0.00931406911695376,
,,,-0.0378645834,-0.0829145873431116,-0.0100678378948942,
,,,-0.0378125000675,-0.0829145873431116,-0.00931406911695376,
,,,-0.037760416735,-0.0829145873431116,-0.00856030033901334,
,,,-0.0377083334025,-0.0829145873431116,-0.00931406911695376,
,,,-0.03765625007,-0.0829145873431116,-0.00931406911695376,
,,,-0.0376041667375,-0.0829145873431116,-0.00931406911695376,
,,,-0.037552083405,-0.0829145873431116,-0.00931406911695376,
,,,-0.0375000000725,-0.0829145873431116,-0.00931406911695376,
,,,-0.03744791674,-0.0829145873431116,-0.00931406911695376,
,,,-0.0373958334075,-0.0829145873431116,-0.0100678378948942,
,,,-0.037343750075,-0.0829145873431116,-0.0100678378948942,
,,,-0.0372916667425,-0.0829145873431116,-0.00931406911695376,
,,,-0.03723958341,-0.0829145873431116,-0.0100678378948942,
,,,-0.0371875000775,-0.0829145873431116,-0.0108216066728346,
,,,-0.037135416745,-0.0829145873431116,-0.0100678378948942,
,,,-0.0370833334125,-0.0829145873431116,-0.0100678378948942,
,,,-0.03703125008,-0.0829145873431116,-0.00931406911695376,
,,,-0.0369791667475,-0.0829145873431116,-0.00931406911695376,
,,,-0.036927083415,-0.0829145873431116,-0.00931406911695376,
,,,-0.0368750000825,-0.0829145873431116,-0.00931406911695376,
,,,-0.03682291675,-0.0829145873431116,-0.00931406911695376,
,,,-0.0367708334175,-0.0829145873431116,-0.00856030033901334,
,,,-0.036718750085,-0.0829145873431116,-0.00856030033901334,
,,,-0.0366666667525,-0.0829145873431116,-0.00856030033901334,
,,,-0.03661458342,-0.0829145873431116,-0.00931406911695376,
,,,-0.0365625000875,-0.0829145873431116,-0.00931406911695376,
,,,-0.036510416755,-0.0829145873431116,-0.00931406911695376,
,,,-0.0364583334225,-0.0829145873431116,-0.0108216066728346,
,,,-0.03640625009,-0.0829145873431116,-0.0108216066728346,
,,,-0.0363541667575,-0.0829145873431116,-0.0100678378948942,
,,,-0.036302083425,-0.0829145873431116,-0.0108216066728346,
,,,-0.0362500000925,-0.0829145873431116,-0.0100678378948942,
,,,-0.03619791676,-0.0829145873431116,-0.0108216066728346,
,,,-0.0361458334275,-0.0829145873431116,-0.0108216066728346,
,,,-0.036093750095,-0.0829145873431116,-0.0108216066728346,
,,,-0.0360416667625,-0.0829145873431116,-0.0108216066728346,
,,,-0.03598958343,-0.0829145873431116,-0.0108216066728346,
,,,-0.0359375000975,-0.0829145873431116,-0.0108216066728346,
,,,-0.035885416765,-0.0829145873431116,-0.0108216066728346,
,,,-0.0358333334325,-0.0829145873431116,-0.0100678378948942,
,,,-0.0357812501,-0.0829145873431116,-0.0100678378948942,
,,,-0.0357291667675,-0.0829145873431116,-0.0100678378948942,
,,,-0.035677083435,-0.0829145873431116,-0.0100678378948942,
,,,-0.0356250001025,-0.0829145873431116,-0.0108216066728346,
,,,-0.03557291677,-0.0829145873431116,-0.0100678378948942,
,,,-0.0355208334375,-0.0829145873431116,-0.0100678378948942,
,,,-0.035468750105,-0.0829145873431116,-0.0100678378948942,
,,,-0.0354166667725,-0.0829145873431116,-0.0100678378948942,
,,,-0.03536458344,-0.0829145873431116,-0.0108216066728346,
,,,-0.0353125001075,-0.0829145873431116,-0.00931406911695376,
,,,-0.035260416775,-0.0829145873431116,-0.00931406911695376,
,,,-0.0352083334425,-0.0829145873431116,-0.0100678378948942,
,,,-0.03515625011,-0.0829145873431116,-0.00931406911695376,
,,,-0.0351041667775,-0.0829145873431116,-0.0100678378948942,
,,,-0.035052083445,-0.0829145873431116,-0.0100678378948942,
,,,-0.0350000001125,-0.0829145873431116,-0.0100678378948942,
,,,-0.03494791678,-0.0829145873431116,-0.0100678378948942,
,,,-0.0348958334475,-0.0829145873431116,-0.00931406911695376,
,,,-0.034843750115,-0.0829145873431116,-0.00931406911695376,
